text,name,label
包梓群，你来评价崔展豪刚才回答得好不好。,包梓群,1
包梓群，你来评价崔展豪刚才回答得好不好。,崔展豪,0
包梓群，你来评价崔展豪刚才回答得好不好。,李昌龙,0
丽娃，你看李昌龙这个方法行不行。,丽娃,1
丽娃，你看李昌龙这个方法行不行。,李昌龙,0
丽娃，你看李昌龙这个方法行不行。,崔展豪,0
萧华诗，你觉得张晓丹刚才说得有没有道理？,萧华诗,1
萧华诗，你觉得张晓丹刚才说得有没有道理？,张晓丹,0
萧华诗，你觉得张晓丹刚才说得有没有道理？,李昌龙,0
张晓丹，你来分析一下丽娃的答案错在哪里。,张晓丹,1
张晓丹，你来分析一下丽娃的答案错在哪里。,丽娃,0
张晓丹，你来分析一下丽娃的答案错在哪里。,李昌龙,0
李昌龙，你指出崔展豪回答中有没有问题。,李昌龙,1
李昌龙，你指出崔展豪回答中有没有问题。,崔展豪,0
李昌龙，你指出崔展豪回答中有没有问题。,张晓丹,0
崔展豪，你说说包梓群这个答案为什么对。,崔展豪,1
崔展豪，你说说包梓群这个答案为什么对。,包梓群,0
崔展豪，你说说包梓群这个答案为什么对。,李昌龙,0
包梓群，你判断一下李昌龙的想法是否合理。,包梓群,1
包梓群，你判断一下李昌龙的想法是否合理。,李昌龙,0
包梓群，你判断一下李昌龙的想法是否合理。,崔展豪,0
丽娃，你来评价张晓丹这一题答得怎么样。,丽娃,1
丽娃，你来评价张晓丹这一题答得怎么样。,张晓丹,0
丽娃，你来评价张晓丹这一题答得怎么样。,李昌龙,0
萧华诗，你看看崔展豪的结论是否正确。,萧华诗,1
萧华诗，你看看崔展豪的结论是否正确。,崔展豪,0
萧华诗，你看看崔展豪的结论是否正确。,李昌龙,0
老师请张晓丹同学回答一下李昌龙同学的问题。,张晓丹,1
老师请张晓丹同学回答一下李昌龙同学的问题。,李昌龙,0
老师请张晓丹同学回答一下李昌龙同学的问题。,崔展豪,0
对于丽娃的问题，崔展豪同学能不能给出答案呢？,崔展豪,1
对于丽娃的问题，崔展豪同学能不能给出答案呢？,丽娃,0
对于丽娃的问题，崔展豪同学能不能给出答案呢？,李昌龙,0
请包梓群同学回应一下萧华诗刚才提出的问题。,包梓群,1
请包梓群同学回应一下萧华诗刚才提出的问题。,萧华诗,0
请包梓群同学回应一下萧华诗刚才提出的问题。,李昌龙,0
李昌龙的问题由张晓丹来回答一下。,张晓丹,1
李昌龙的问题由张晓丹来回答一下。,李昌龙,0
李昌龙的问题由张晓丹来回答一下。,崔展豪,0
崔展豪同学，请你回答一下包梓群的疑问。,崔展豪,1
崔展豪同学，请你回答一下包梓群的疑问。,包梓群,0
崔展豪同学，请你回答一下包梓群的疑问。,李昌龙,0
刚才张晓丹提到的问题，丽娃你来解答一下。,丽娃,1
刚才张晓丹提到的问题，丽娃你来解答一下。,张晓丹,0
刚才张晓丹提到的问题，丽娃你来解答一下。,李昌龙,0
请萧华诗同学说说崔展豪这一步为什么这么做。,萧华诗,1
请萧华诗同学说说崔展豪这一步为什么这么做。,崔展豪,0
请萧华诗同学说说崔展豪这一步为什么这么做。,李昌龙,0
包梓群刚才那个问题，李昌龙你来回答。,李昌龙,1
包梓群刚才那个问题，李昌龙你来回答。,包梓群,0
包梓群刚才那个问题，李昌龙你来回答。,崔展豪,0
请崔展豪同学解释一下张晓丹的疑惑。,崔展豪,1
请崔展豪同学解释一下张晓丹的疑惑。,张晓丹,0
请崔展豪同学解释一下张晓丹的疑惑。,李昌龙,0
关于李昌龙提出的这个问题，丽娃你怎么看？,丽娃,1
关于李昌龙提出的这个问题，丽娃你怎么看？,李昌龙,0
关于李昌龙提出的这个问题，丽娃你怎么看？,崔展豪,0
张晓丹的问题谁来答？崔展豪你来说一下。,崔展豪,1
张晓丹的问题谁来答？崔展豪你来说一下。,张晓丹,0
张晓丹的问题谁来答？崔展豪你来说一下。,李昌龙,0
老师想听听包梓群怎么回答萧华诗刚才的问题。,包梓群,1
老师想听听包梓群怎么回答萧华诗刚才的问题。,萧华诗,0
老师想听听包梓群怎么回答萧华诗刚才的问题。,李昌龙,0
丽娃同学，请你补充一下李昌龙那道题的答案。,丽娃,1
丽娃同学，请你补充一下李昌龙那道题的答案。,李昌龙,0
丽娃同学，请你补充一下李昌龙那道题的答案。,崔展豪,0
请张晓丹同学说明一下崔展豪刚才那道题怎么做。,张晓丹,1
请张晓丹同学说明一下崔展豪刚才那道题怎么做。,崔展豪,0
请张晓丹同学说明一下崔展豪刚才那道题怎么做。,李昌龙,0
崔展豪提的这个问题，包梓群你来回应一下。,包梓群,1
崔展豪提的这个问题，包梓群你来回应一下。,崔展豪,0
崔展豪提的这个问题，包梓群你来回应一下。,李昌龙,0
对于张晓丹刚才的疑问，李昌龙你来解释一下。,李昌龙,1
对于张晓丹刚才的疑问，李昌龙你来解释一下。,张晓丹,0
对于张晓丹刚才的疑问，李昌龙你来解释一下。,崔展豪,0
李昌龙同学，请你回答丽娃刚刚提出来的问题。,李昌龙,1
李昌龙同学，请你回答丽娃刚刚提出来的问题。,丽娃,0
李昌龙同学，请你回答丽娃刚刚提出来的问题。,崔展豪,0
萧华诗的问题由崔展豪来补充说明一下。,崔展豪,1
萧华诗的问题由崔展豪来补充说明一下。,萧华诗,0
萧华诗的问题由崔展豪来补充说明一下。,李昌龙,0
请丽娃同学讲讲包梓群那一步为什么错了。,丽娃,1
请丽娃同学讲讲包梓群那一步为什么错了。,包梓群,0
请丽娃同学讲讲包梓群那一步为什么错了。,李昌龙,0
张晓丹刚才那个问题，萧华诗你来作答。,萧华诗,1
张晓丹刚才那个问题，萧华诗你来作答。,张晓丹,0
张晓丹刚才那个问题，萧华诗你来作答。,李昌龙,0
关于崔展豪的疑问，李昌龙同学你来回答一下。,李昌龙,1
关于崔展豪的疑问，李昌龙同学你来回答一下。,崔展豪,0
关于崔展豪的疑问，李昌龙同学你来回答一下。,张晓丹,0
包梓群那道题还没讲清楚，张晓丹你来补充回答。,张晓丹,1
包梓群那道题还没讲清楚，张晓丹你来补充回答。,包梓群,0
包梓群那道题还没讲清楚，张晓丹你来补充回答。,李昌龙,0
请李昌龙同学给出张晓丹刚才那个问题的答案。,李昌龙,1
请李昌龙同学给出张晓丹刚才那个问题的答案。,张晓丹,0
请李昌龙同学给出张晓丹刚才那个问题的答案。,崔展豪,0
丽娃刚才问的那个地方，包梓群你来解释。,包梓群,1
丽娃刚才问的那个地方，包梓群你来解释。,丽娃,0
丽娃刚才问的那个地方，包梓群你来解释。,李昌龙,0
崔展豪同学，你来回答一下萧华诗的问题。,崔展豪,1
崔展豪同学，你来回答一下萧华诗的问题。,萧华诗,0
崔展豪同学，你来回答一下萧华诗的问题。,李昌龙,0
请张晓丹同学回应一下丽娃对这道题的疑问。,张晓丹,1
请张晓丹同学回应一下丽娃对这道题的疑问。,丽娃,0
请张晓丹同学回应一下丽娃对这道题的疑问。,李昌龙,0
李昌龙刚才提到的那个问题，崔展豪你来作答。,崔展豪,1
李昌龙刚才提到的那个问题，崔展豪你来作答。,李昌龙,0
李昌龙刚才提到的那个问题，崔展豪你来作答。,张晓丹,0
对于包梓群的看法，萧华诗你来回答一下。,萧华诗,1
对于包梓群的看法，萧华诗你来回答一下。,包梓群,0
对于包梓群的看法，萧华诗你来回答一下。,李昌龙,0
请丽娃回答一下张晓丹刚才提出的那个问题。,丽娃,1
请丽娃回答一下张晓丹刚才提出的那个问题。,张晓丹,0
请丽娃回答一下张晓丹刚才提出的那个问题。,崔展豪,0
萧华诗刚才的疑问，李昌龙同学能不能解答一下？,李昌龙,1
萧华诗刚才的疑问，李昌龙同学能不能解答一下？,萧华诗,0
萧华诗刚才的疑问，李昌龙同学能不能解答一下？,崔展豪,0
崔展豪的问题由张晓丹同学来说明一下。,张晓丹,1
崔展豪的问题由张晓丹同学来说明一下。,崔展豪,0
崔展豪的问题由张晓丹同学来说明一下。,李昌龙,0
请包梓群同学回答一下丽娃的这个问题。,包梓群,1
请包梓群同学回答一下丽娃的这个问题。,丽娃,0
请包梓群同学回答一下丽娃的这个问题。,李昌龙,0
李昌龙你来讲讲张晓丹刚才问的那一步。,李昌龙,1
李昌龙你来讲讲张晓丹刚才问的那一步。,张晓丹,0
李昌龙你来讲讲张晓丹刚才问的那一步。,崔展豪,0
请崔展豪同学给丽娃的问题一个回答。,崔展豪,1
请崔展豪同学给丽娃的问题一个回答。,丽娃,0
请崔展豪同学给丽娃的问题一个回答。,李昌龙,0
关于萧华诗提出的疑问，包梓群你来解释一下。,包梓群,1
关于萧华诗提出的疑问，包梓群你来解释一下。,萧华诗,0
关于萧华诗提出的疑问，包梓群你来解释一下。,李昌龙,0
张晓丹同学，请你回答崔展豪刚才说到的那个问题。,张晓丹,1
张晓丹同学，请你回答崔展豪刚才说到的那个问题。,崔展豪,0
张晓丹同学，请你回答崔展豪刚才说到的那个问题。,李昌龙,0
丽娃的这个问题谁来回答？李昌龙你来说。,李昌龙,1
丽娃的这个问题谁来回答？李昌龙你来说。,丽娃,0
丽娃的这个问题谁来回答？李昌龙你来说。,崔展豪,0
包梓群刚刚没听明白，崔展豪你给他解释一下。,崔展豪,1
包梓群刚刚没听明白，崔展豪你给他解释一下。,包梓群,0
包梓群刚刚没听明白，崔展豪你给他解释一下。,李昌龙,0
请萧华诗同学回答一下张晓丹刚才的困惑。,萧华诗,1
请萧华诗同学回答一下张晓丹刚才的困惑。,张晓丹,0
请萧华诗同学回答一下张晓丹刚才的困惑。,李昌龙,0
李昌龙同学能不能说明一下丽娃为什么这么问？,李昌龙,1
李昌龙同学能不能说明一下丽娃为什么这么问？,丽娃,0
李昌龙同学能不能说明一下丽娃为什么这么问？,崔展豪,0
